时间,价格(usd),成交额,市值
"2020-02-18 00:00","1.8207118102","123881.4752079902","228188430.2264593542",
"2020-02-17 00:00","1.2504087562","126873.0235394476","158574198.8483565450",
"2020-02-16 00:00","2.0465925214","137152.7990179677","255239066.8058176041",
"2020-02-15 00:00","3.4367739122","463883.6163444535","420354967.0118579268",
"2020-02-14 00:00","1.6163659827","185030.9872976196","196051825.5902362764",
"2020-02-13 00:00","2.4588167641","300070.8117621563","290899864.8449966908",
"2020-02-12 00:00","1.8832671341","746483.4063162358","215923284.8585115075",
"2020-02-11 00:00","2.7011570172","167433.3641669271","309339580.4352810383",
"2020-02-10 00:00","2.3383109188","148605.8516438713","265758157.6741798222",
"2020-02-09 00:00","2.6428924572","197296.4609012302","296767714.1211814880",
"2020-02-08 00:00","1.8324532066","127489.7811113064","204317568.6677129567",
"2020-02-07 00:00","1.1433898703","36385.1475011257","125603675.4679799080",
"2020-02-06 00:00","1.8393935724","194025.7743701781","202061081.1073943973",
"2020-02-05 00:00","1.1994269815","75446.0750829683","130748947.5371702164",
"2020-02-04 00:00","1.2011804594","73117.1703326032","128032538.7046724409",
"2020-02-03 00:00","1.1305159352","102126.0981890749","120655539.7894000709",
"2020-02-02 00:00","1.3486356763","61968.5230929038","143911925.8130439222",
"2020-02-01 00:00","1.3683105623","44516.3920411631","138129027.4164225459",
"2020-01-31 00:00","1.9896282109","84510.6365150264","200850170.4778544307",
"2020-01-30 00:00","1.3064607533","13559.4359274651","131885376.1569938809",
"2020-01-29 00:00","1.7753407192","79159.9112280758","179218149.4753466547",
"2020-01-28 00:00","1.4150772660","64686.3999538486","142850060.4002744853",
"2020-01-27 00:00","1.1910497785","32414.9258845438","120234800.5197987109",
"2020-01-26 00:00","1.6947070474","25582.6219587956","0E-10",
"2020-01-25 00:00","1.4551090659","18351.5199988189","0E-10",
"2020-01-24 00:00","1.4617515535","38901.0604391977","0E-10",
"2020-01-23 00:00","1.7443121179","52526.4497793847","0E-10",
"2020-01-22 00:00","1.2113827830","35723.0629230689","0E-10",
"2020-01-21 00:00","1.0422865154","36068.5321881170","0E-10",
"2020-01-20 00:00","1.3003094879","48368.9396898019","0E-10",
"2020-01-19 00:00","1.2156291289","41289.0298724995","0E-10",
"2020-01-18 00:00","1.0364369447","35305.5648362064","0E-10",
"2020-01-17 00:00","1.4141331649","52552.8375563045","0E-10",
"2020-01-16 00:00","1.2286380779","58105.6357104787","0E-10",
"2020-01-15 00:00","1.7166197012","125115.9941387927","0E-10",
"2020-01-14 00:00","1.5024872470","50908.2656800074","0E-10",
"2020-01-13 00:00","1.4897959400","18365.9475774828","0E-10",
"2020-01-12 00:00","1.4025648655","21126.2664450552","0E-10",
"2020-01-11 00:00","1.3958079043","35348.8827981021","0E-10",
"2020-01-10 00:00","1.9843791409","41539.6465783373","0E-10",
"2020-01-09 00:00","2.6794499500","39574.7359402447","0E-10",
"2020-01-08 00:00","1.2130813995","93169.5299537448","0E-10",
"2020-01-07 00:00","1.2247844255","22857.1057044955","0E-10",
"2020-01-06 00:00","1.2182009969","33532.9647129383","0E-10",
"2020-01-05 00:00","1.4356084241","10912.7234716535","0E-10",
"2020-01-04 00:00","1.5740945950","12522.6754655490","0E-10",
"2020-01-03 00:00","1.1782966862","22184.7653506510","0E-10",
"2020-01-02 00:00","1.2093428272","74560.7357831865","0E-10",
"2020-01-01 00:00","2.2998958618","10122.1603626100","0E-10",
"2019-12-31 00:00","1.0257917483","11255.2130888855","0E-10",
"2019-12-30 00:00","1.9518527282","35570.9824070311","0E-10",
"2019-12-29 00:00","1.3518322668","5405.1736800360","0E-10",
"2019-12-28 00:00","1.8513986714","39474.2101822408","0E-10",
"2019-12-27 00:00","2.8013658027","17546.4229424734","0E-10",
"2019-12-26 00:00","3.5954751668","16137.2307506520","0E-10",
"2019-12-25 00:00","4.3559554974","36371.7963820952","0E-10",
"2019-12-24 00:00","2.0994426138","499425.0248910525","0E-10",
"2019-12-23 00:00","1.2293115120","42230.9939515197","0E-10",
"2019-12-22 00:00","2.0321601428","4578.4537161863","0E-10",
"2019-12-21 00:00","1.4912401776","38194.7423492529","0E-10",
"2019-12-20 00:00","2.6478882229","37607.8835860701","0E-10",
"2019-12-19 00:00","1.2556778206","127061.8258230210","0E-10",
